dataset,agent,repo,commit,smells_before,smells_after,delta,runtime_sec
Human,Human,DanmakuFlameMaster,035c0de4c7b44f88d7cc91730688a5af06da73c5,24,25,1,2.73
Human,Human,DanmakuFlameMaster,6ba4530c8d8607f38c02d96672ea8bac6d2ff602,10,10,0,2.57
Human,Human,DanmakuFlameMaster,66b9cc2cc7ed05e0ae8fb7860f6c67be59736169,20,18,-2,2.64
Human,Human,DanmakuFlameMaster,393db4b2fe02017e5a93105c38853d498803a86b,4,7,3,2.44
Human,Human,DanmakuFlameMaster,2751b840a602bb28d1eb83ab87be097a694931d4,3,3,0,2.49
Human,Human,DanmakuFlameMaster,38ec82ecd4db2b2230ddd35b85341e8a123386f4,5,4,-1,2.46
Human,Human,DanmakuFlameMaster,8f562d7006e88c2e9e8d406a2e2eabf02702e766,7,13,6,2.57
Human,Human,DanmakuFlameMaster,05e3b932bccbb98dd1675fd6ef6fcf00e46a4eea,9,8,-1,2.51
Human,Human,DanmakuFlameMaster,bd77487dd0e6e6a608f9537e11e34416463b25a1,2,4,2,2.45
Human,Human,DanmakuFlameMaster,b2b75cc60dd851d9fa045af500cc8fd33504cb5b,6,6,0,2.44
Human,Human,FloatingActionButton,d71d3cf5115413f2042b87670ddb08028eaa673d,38,36,-2,2.72
Human,Human,FloatingActionButton,f42b3f2995f4594fc289386c0994ad0c415c46f9,16,16,0,2.48
Human,Human,FloatingActionButton,d71d3cf5115413f2042b87670ddb08028eaa673d,0,0,0,0.53
Human,Human,FloatingActionButton,99709e0f5727b073b79e93c3d155beb5b6d7a84f,57,58,1,2.84
Human,Human,FloatingActionButton,1ad3d64ce7119c65fa16eebe04aa0bad56008f69,110,111,1,3.14
Human,Human,FloatingActionButton,46c0679ff0147f2758651a35710eb7db9319511a,47,47,0,2.68
Human,Human,FloatingActionButton,6fae97a8fa4fdffeea657e9aa3051e15a23bdd3e,48,48,0,2.76
Human,Human,FloatingActionButton,d6b6433e7a04e4e37de064b1f3dc68ba34869375,121,120,-1,3.19
Human,Human,FloatingActionButton,1cc36a86dfec3828f02294f09581bc4a010c9d7f,120,123,3,3.33
Human,Human,FloatingActionButton,bb5464a878b602a8659c7472b4905321b9a887b5,66,63,-3,2.95
Human,Human,FloatingActionButton,8f04fb5998b94571e737c28b6f921c891295c056,28,64,36,2.76
Human,Human,FloatingActionButton,057380135a5eb526cc850ba15d307ca567ba15f5,58,63,5,2.82
Human,Human,FloatingActionButton,8f04fb5998b94571e737c28b6f921c891295c056,0,0,0,0.66
Human,Human,FloatingActionButton,9e33233e39872e024d39610fd9b70f221bb2a9b9,42,46,4,2.85
Human,Human,FloatingActionButton,1e636d0d343e6e0bd8379ed09b2ebd32c8d4e244,55,58,3,2.66
Human,Human,FloatingActionButton,c08cd41ee9846c463cd31a493806ff3260d70229,62,72,10,2.87
Human,Human,MaterialViewPager,993777fe8e1f2e402bdc18decb77a7de961c1f98,6,10,4,2.52
Human,Human,MaterialViewPager,9b4d954087b16e5c9b61cdf42a9f1c1a80182e5d,71,50,-21,3.11
Human,Human,MaterialViewPager,e566c3ac6cc3ec21fdaaa3257ad7baa87a7f5224,5,5,0,2.46
Human,Human,MaterialViewPager,9b717f75ef622db384d55eb30d12ac9ce880975b,1,1,0,2.36
Human,Human,MaterialViewPager,c3841cce725f0e232798bb0904cfb069bcd15393,21,21,0,2.66
Human,Human,MaterialViewPager,2837b168efbcfa153149351a6ae1b18be045e407,1,1,0,2.3
Human,Human,MaterialViewPager,bb9541c5406c4583aa83b886c5f42d7a4fffcad3,21,21,0,2.57
Human,Human,MaterialViewPager,428899333cf385fa0605ae59ea8847de0ec174e0,20,21,1,2.58
Human,Human,MaterialViewPager,bec65aba647895484385c9c1e7f8b223aa431d9d,13,13,0,2.54
Human,Human,MaterialViewPager,0862d7e43dbfff04e1e5726c30b8d56864819e2f,4,2,-2,2.37
Human,Human,MaterialViewPager,3e87a8c8ac252482d2e406fd3e717dbccc0ab734,1,1,0,2.38
Human,Human,DSBridge-Android,f548afc60c76259cb594e25593be1831f85788ce,29,23,-6,2.77
Human,Human,Side-Menu.Android,b25707647e0b7df8033526e95e5e558296a76963,3,3,0,2.48
Human,Human,Side-Menu.Android,cf874ddb8046ed04e76824f3b856fd4095eccd98,14,14,0,2.66
Human,Human,Side-Menu.Android,8f1d1ba33867090a172876c06dde795b290ddbf4,12,12,0,2.52
Human,Human,Side-Menu.Android,cf874ddb8046ed04e76824f3b856fd4095eccd98,0,0,0,0.52
Human,Human,Android-Tips,1aa0edd5e24698a90f24703153d0768e97d3e36b,5,11,6,2.49
Human,Human,Android-Tips,abb47118e0bf90543397b06ea9bec25bdf9baddc,8,7,-1,2.48
Human,Human,AndroidWiFiADB,1e8e5f62b15c437b3d82fb75b30ad49644982de6,9,10,1,2.48
Human,Human,AndroidWiFiADB,d5e4fa02d0c3e8ec1977ed65b38f8b45718e0562,5,5,0,2.5
Human,Human,AndroidWiFiADB,9587dc1ecfd16515a5c28344c5f644194c422f56,15,15,0,2.65
Human,Human,AndroidWiFiADB,a62782686dd046d1fd95a0bd190b367ce11b26c9,4,1,-3,2.5
Human,Human,AndroidWiFiADB,ef1c265375a875ab1a6b1fef8c49e932ee64e7c8,20,20,0,2.68
Human,Human,AndroidWiFiADB,d6bccc1fd1aa1f672cc4ef43362b4d60698609ae,20,29,9,2.76
Human,Human,AndroidWiFiADB,6052aa66b42739211c496e4addaca36a0812a601,11,12,1,2.55
Human,Human,AndroidWiFiADB,1d813032ea50179f900f327f0a368bc85c54c21f,20,22,2,2.71
Human,Human,AndroidWiFiADB,91acc6eb822e53c4777d5828c3ae382f88e179d8,12,15,3,2.64
Human,Human,AndroidWiFiADB,347ae8f60f3cd31a229dc64ee8d8c672a3dcbe27,14,12,-2,2.56
Human,Human,AndroidWiFiADB,a8eb2707eb19eeb113dca39d3b1842cca5e58849,10,10,0,2.65
Human,Human,AndroidWiFiADB,e8dbb716160de85d82cd1f9d66066b769ad80fca,12,12,0,2.62
Human,Human,AndroidWiFiADB,0558106ef356ff2b95977c41e945ada4d6692cfa,13,22,9,2.87
Human,Human,AndroidWiFiADB,0b89abfca4707497af56e6082c4185b5d9b91525,20,21,1,2.77
Human,Human,AndroidWiFiADB,9e7b5e6d210054a9d0456c4900134805aec2d73a,14,14,0,2.68
Human,Human,AndroidWiFiADB,aca2522dc52d2e79cc51adda515dbd3f219b0f07,1,1,0,2.4
Human,Human,AndroidWiFiADB,f5229e2ebc954554f8f0f5e6242023790afc3901,1,1,0,2.36
Human,Human,AndroidWiFiADB,04a8e483a478310557bf55c424dc5a6d749dd966,9,8,-1,2.69
Human,Human,AndroidWiFiADB,dcedd43e6122ac58f32ce69b8e6ef0c486d73045,10,10,0,2.47
Human,Human,AndroidWiFiADB,722bc25ba936c696208f7b32379511086731b488,35,36,1,2.98
Human,Human,AndroidWiFiADB,6df5d96028bfd5aafe98e2d384f59978d62416b5,19,16,-3,2.64
Human,Human,AndroidWiFiADB,7a5242fca23d5ddad2c919a4b7f43cb5c941795d,4,4,0,2.49
Human,Human,AndroidWiFiADB,f82a9bcd24b0c23a71ce51a8147a0ca6bed87872,1,1,0,2.35
Human,Human,AndroidWiFiADB,d3de5ee7d6a6c6b1aad67e7dccca4e48734239b6,1,1,0,2.41
Human,Human,AndroidWiFiADB,f43fe821e31039e5e4478db7600f934dee27a544,1,1,0,2.36
Human,Human,AndroidWiFiADB,06671cbf6a4d76ab2b46802171ff6755eb3db1f0,3,2,-1,2.34
Human,Human,AndroidWiFiADB,3cd596fe9b0c5c5caf1b51307a345e419efc7e2a,1,1,0,2.37
Human,Human,ActionBar-PullToRefresh,dc60f2ae3a46ac45e4d183a85f2ef745de6e04e0,35,35,0,2.71
Human,Human,ActionBar-PullToRefresh,66ebb29661de35f9ca5822a3c3bbad98bfcf6516,35,34,-1,2.97
Human,Human,ImagePicker,5f4aaca5084ca9005f52cdc3921fc6a2c53d00d5,3,9,6,3.04
Human,Human,ImagePicker,a0e34864a95f3bab041664608e65e6b7ec70c9b7,71,73,2,3.3
Human,Human,ImagePicker,ac174594ec607cf665e8d148aa0e3b27a841d804,36,37,1,2.99
Human,Human,MarqueeView,b3afbd0ac2b6c84b724a0432b80f6243bd3b2e65,14,13,-1,2.67
Human,Human,MarqueeView,b92052ee37b45b70372526acef1cb2da566b9927,3,3,0,2.61
Human,Human,MarqueeView,54de1e55c017e391c31098fde038272a45bce097,5,5,0,2.62
Human,Human,MarqueeView,0d4d91868d0b237a6c00263e71659b33634b6860,1,2,1,3.88
Human,Human,dexposed,d8b78fc5b2ff91b36ead9b854b3c78294a4e42f9,2,2,0,2.32
Human,Human,Store,ecea787a3f68fbcbea650223c12d38fcd5d99efa,1,1,0,2.37
Human,Human,Store,799192e108c21c6577c3ca640739656100a6ef7b,39,39,0,2.7
Human,Human,Store,a9ed8718344678890d97ab9a3ec77561766becbd,185,184,-1,4.51
Human,Human,Store,f009e11a0b89adef35f4152006e021ad2098af91,234,236,2,5.06
Human,Human,Store,20445fff13aa76cf8b842b190c702a2f9f1dacbc,168,159,-9,4.16
Human,Human,Store,47c463ba8a49d05fb687e67dd6c8b961ca6df294,58,64,6,3.03
Human,Human,Store,2c2872504b55255c58c557b85723a2832df792a5,122,142,20,3.99
Human,Human,Store,8b4b186aaf4e5a6aafa5b35029b4c0b844b0d302,426,426,0,6.45
Human,Human,Store,ad58fad050e2eca4c02fb013a62145f3d4839d7c,6,9,3,2.96
Human,Human,Store,dac878e2ce5ffe1e2062771f158ed31770d1d53d,7,7,0,2.79
Human,Human,Transitions-Everywhere,6882caea135cc2c87a170ba51f3c1cbfde0b66d3,6,6,0,2.58
Human,Human,Transitions-Everywhere,e4365c74cc8136fca57484b7461b75ad8b5ae4da,52,51,-1,2.9
Human,Human,Transitions-Everywhere,06962a771b0fa93f4e657524668c95aeb6b48764,91,96,5,3.32
Human,Human,Transitions-Everywhere,fb62e9cc57f3085dbc11920e2d80761be4711319,228,211,-17,4.09
Human,Human,Transitions-Everywhere,5b13cc360bef9ad7b78b1321648118a858f9dcdd,12,14,2,2.58
Human,Human,Transitions-Everywhere,81da5942e713f806c60e1824bc49dedfb7653ec6,48,46,-2,3.02
Human,Human,Transitions-Everywhere,a5deeb90d176a764c90884c9f4d1bd7f761ffa92,340,340,0,4.99
Human,Human,Transitions-Everywhere,25f96c1702f55e86c29e8b44fdde7efae463148a,4,4,0,2.52
Human,Human,Transitions-Everywhere,e481fc4b1bc32ef0fecbd0c318c7bccf72029a34,313,333,20,5.18
Human,Human,Transitions-Everywhere,72591b0d544c58a32b2450b355a77ffe85823a61,107,94,-13,3.28
Human,Human,Transitions-Everywhere,ebc5f9d627daac50d03a2f3ff0c8d2f63dba7be1,30,30,0,2.78
Human,Human,Transitions-Everywhere,1b16c29ebee896c5f0668d1f902f2851e1ed2bdb,43,43,0,3.13
Human,Human,Transitions-Everywhere,9a1a3c4b10755b841029635db8f049e2a66ac0c1,22,18,-4,2.72
Human,Human,Transitions-Everywhere,97a1b33cf96d6a4477c8369759578e8ac7113e2c,3,4,1,2.43
Human,Human,Transitions-Everywhere,f1a2ce1b76b3e18e0170baca5f45f257f058e4bf,105,232,127,3.99
Human,Human,Transitions-Everywhere,93c31d0d13b021d5c89219e9a2ad1703fbc05b3a,315,313,-2,4.77
Human,Human,Transitions-Everywhere,0ddfc786de43ef48033f5dd442a583b4c9b537ca,52,52,0,3.24
Human,Human,NineOldAndroids,9616177c3fca68d6893f643fa5fc3b5a831b2b3b,15,15,0,2.68
Human,Human,NineOldAndroids,b588b2d6cecc988f219c1e347ac1710a01ade58b,27,27,0,2.92
Human,Human,NineOldAndroids,53a285d69831deee41017dfdb5df603036182b72,8,8,0,2.42
Human,Human,afinal,20de17c0c78a224725ebf5199e225ca0bc332d1d,4,4,0,2.49
Human,Human,afinal,003970b6f37c186ff1ef9d3fabdb49a43bdccccc,13,13,0,2.6
Human,Human,afinal,d015d835a760e4f3a363af39d2ac35f6ede40558,21,21,0,2.87
Human,Human,afinal,dad52acc929b8330804d0c74246014ac05c709f7,23,23,0,2.86
Human,Human,afinal,dd47193e43e40135e8f1d284240c2e642638bd49,1,2,1,2.39
Human,Human,afinal,de20ad801b18d9e587ebb825da9a344c36d28c87,2,3,1,2.86
Human,Human,afinal,05b72f325d9245bc9186a0646aceff7b89daef93,11,11,0,2.74
Human,Human,afinal,afc10c295b60e3d57bee3001b5dbbeded0e5ebff,13,13,0,2.93
Human,Human,afinal,21dce53e2f535b845b26b010baf7f0c2cd7a1193,27,27,0,2.61
Human,Human,emojicon,05d6d6fddcb782134f56eae081c9fb385cf868d0,42,27,-15,3.59
Human,Human,emojicon,fda8a6757c5f51cc37d6065844d59949ef815ec2,3,4,1,3.3
Human,Human,emojicon,1bb16b3ba56a609e2c6ad239ed0edafcd389d293,3,3,0,2.34
Human,Human,emojicon,bb36756d4b11bb87c3a43d70b7570b395a6f0cd3,47,50,3,2.83
Human,Human,emojicon,74fb3fb907d5044f4bf907b3d4b86530cb066f61,1,1,0,2.34
Human,Human,emojicon,03865a1d8568dfc2b3957520700441c46303a289,1,1,0,2.44
Human,Human,emojicon,b496521ae6f856879864d97250a9f82a762b252e,2,1,-1,2.43
Human,Human,emojicon,250d6bccb95321db8b57eb6fef776b7e95d6eff2,38,39,1,2.65
Human,Human,emojicon,d24a87bffc820ec5c71fadfcb6054d406f753998,3,3,0,2.38
Human,Human,emojicon,dabcdc660ab8055fe78c656131988db3b71b0889,3,3,0,2.4
Human,Human,emojicon,5f03775637041313203bec4c5c8b88a36d350b10,27,27,0,2.51
Human,Human,emojicon,0dbf9ba8ef5f4fefa6a95b3175d1d0f26fc05b69,1,2,1,2.34
Human,Human,emojicon,eb713278f972486faae0ce8a49b17f258f91c622,38,38,0,2.74
Human,Human,emojicon,85e1f742f4d36081875b938639004eb575414e5d,31,33,2,2.72
Human,Human,emojicon,5d5d0b527be6904410106bcb4fbbb1884c6e80e9,38,38,0,2.67
Human,Human,SystemBarTint,11976d946a909d6432140d80452cfda8444f457f,5,6,1,2.48
Human,Human,SystemBarTint,23c1f0fa7c82232c8379fcc1d1a897b29f2f7ed5,6,6,0,2.49
Human,Human,boxing,a1ca9f36921a2b0063579e3fbc3a877ceeb58e2d,3,5,2,2.65
Human,Human,boxing,a1ca9f36921a2b0063579e3fbc3a877ceeb58e2d,0,0,0,0.51
Human,Human,boxing,11513702f956b5c4c444f4b8870c51afcee9b8c9,27,41,14,2.99
Human,Human,boxing,7288f32edd26862815de4f65f69bfd7299459763,30,34,4,2.76
Human,Human,boxing,99264f7d1418b966f45cbd12d294d8494e9a52c5,31,31,0,2.85
Human,Human,RxJavaSamples,864272f4c7d495ef161f95bf08d0d551fca0d273,3,3,0,2.48
Human,Human,android-butterknife-zelezny,312b29450c5dd818c66861af9dfd469cbfc5a653,54,59,5,2.83
Human,Human,android-butterknife-zelezny,03e51cce9f37f63a41bc7a2260b1a25d299c1f8c,15,14,-1,2.59
Human,Human,android-butterknife-zelezny,bf24ca6dd9616043a704fef78a02c76139448ed5,92,99,7,3.01
Human,Human,android-butterknife-zelezny,c3fa2bdddd98fbf6c871519d98080ef19e83d355,9,9,0,2.59
Human,Human,android-butterknife-zelezny,c5884dc7d0b498e274863be0f916f34acdaaae8a,40,39,-1,2.67
Human,Human,android-butterknife-zelezny,a1678bb22a411feb9c8232fb377ba1c74db7bccf,9,10,1,2.47
Human,Human,android-butterknife-zelezny,022f75476a493c65f846a316ccd48faa1f592dfd,10,10,0,2.52
Human,Human,twoway-view,abf0156fee5b7a599351d1f89573f8ff527d144e,193,193,0,3.53
Human,Human,twoway-view,351836045a7269d2b8af349ac20febbfa72ca984,193,193,0,3.43
Human,Human,twoway-view,b5f8fdad9fe53032e3c721059bc46275ad03ca62,193,191,-2,3.48
Human,Human,twoway-view,f346ca484b2c8a5fa332d210f6b3a92b570b5ed3,191,196,5,3.54
Human,Human,twoway-view,525698b0422493981f9dddda232438894e24d119,196,196,0,3.51
Human,Human,twoway-view,83d032131ee077e6b4b50deee5f48d3f3b6b44bf,2,2,0,2.44
Human,Human,twoway-view,83d032131ee077e6b4b50deee5f48d3f3b6b44bf,0,0,0,0.53
Human,Human,twoway-view,dcdbcd67aeb935f9836a44b030eb8137593dcc49,18,18,0,2.57
Human,Human,barcodescanner,af4cb7b24d79ec063d72c9430d09dc5fab7e3fd4,8,9,1,2.69
Human,Human,barcodescanner,5757c151922ee148fdcc6afa33fbbe31e7f8a840,18,17,-1,3.61
Human,Human,barcodescanner,64ff7b592985e544ad3e7b3b3aa1366415511ed2,18,25,7,2.78
Human,Human,barcodescanner,240b2b0ff6d075cdb94474343d9f21758c6fab20,18,11,-7,2.59
Human,Human,barcodescanner,0edb6f265dd1dfafc5a98994354a9b61d3bb2b22,12,15,3,2.61
Human,Human,barcodescanner,0b12beacd398aca8dd84b671b37e6126cbc2f22a,12,18,6,2.56
Human,Human,barcodescanner,0b12beacd398aca8dd84b671b37e6126cbc2f22a,0,0,0,0.63
Human,Human,barcodescanner,5757c151922ee148fdcc6afa33fbbe31e7f8a840,0,0,0,0.55
Human,Human,barcodescanner,64ff7b592985e544ad3e7b3b3aa1366415511ed2,0,0,0,0.53
Human,Human,barcodescanner,240b2b0ff6d075cdb94474343d9f21758c6fab20,0,0,0,0.58
Human,Human,barcodescanner,0edb6f265dd1dfafc5a98994354a9b61d3bb2b22,0,0,0,0.53
Human,Human,barcodescanner,af4cb7b24d79ec063d72c9430d09dc5fab7e3fd4,0,0,0,0.56
Human,Human,barcodescanner,08fd6e9bea6eb05334990f20a6b86c709abb650d,18,18,0,2.71
Human,Human,barcodescanner,33016cbe5eb931e954c02f08553c08c9bc55e25d,18,18,0,2.55
Human,Human,barcodescanner,dfb9852a14e74025a3c1474ecc03f635dadfbca5,18,19,1,3.01
Human,Human,barcodescanner,9617ab8aa5b91dca6598a192092237f7a2b8b740,3,2,-1,2.38
Human,Human,barcodescanner,c14da21768988138a1143ba0356d2b0f95ff9386,15,15,0,2.68
Human,Human,barcodescanner,93c3f163f955ec2390dba69bd25b7bd44ebd81f1,18,25,7,2.53
Human,Human,barcodescanner,4f0d7fb712e7e80eeafb1b335600854b92b54732,15,15,0,2.48
Human,Human,barcodescanner,036ca7d18dc92a31f366329cda38c5ce547360b6,15,15,0,2.47
Human,Human,barcodescanner,7e3b6902346435410b470a675f0f619981abed89,2,4,2,2.49
Human,Human,barcodescanner,44d25c50c90eb506132c65fd127da6d2090f2eee,1,2,1,2.38
Human,Human,barcodescanner,c79d7df4693d961555a4104efb3c2b29b9ac5620,16,15,-1,2.44
Human,Human,barcodescanner,8187d569cd2e197c76b82b80eab04e415ca71431,1,1,0,2.41
Human,Human,JiaoZiVideoPlayer,73c63d371c483ede007920b166de2b9d9601964c,53,42,-11,3.09
Human,Human,JiaoZiVideoPlayer,f47e1a4c1d6adea907a95e4d5ea97ae07f03723c,38,38,0,2.98
Human,Human,JiaoZiVideoPlayer,42bb955be662a91bf346c9a988297ac11b3b64b0,95,95,0,3.11
Human,Human,JiaoZiVideoPlayer,131243e4f983dcbb6f514a00007daf9047bc5f54,160,161,1,3.4
Human,Human,JiaoZiVideoPlayer,ac81c63a441f254df89a4b188da059a81fc71003,82,85,3,2.91
Human,Human,JiaoZiVideoPlayer,c0af33c106e9b3b0c103b4f3e505bcdbf87ba2f4,88,88,0,3.22
Human,Human,JiaoZiVideoPlayer,e7dc0061d2f8e05c51efbed0876b3ff9293a086f,78,67,-11,2.8
Human,Human,JiaoZiVideoPlayer,78a299efab9db49e33a0919fe183a8dacb7c8bc3,57,57,0,3.1
Human,Human,JiaoZiVideoPlayer,dd9a5cb056b45bcd769e162bfca9ad877d630f31,127,127,0,3.23
Human,Human,JiaoZiVideoPlayer,1442aa058a12215405cb1046db930d620f0c17c3,10,10,0,2.99
Human,Human,JiaoZiVideoPlayer,95f3d467f89c2780e2dc4026695c84ce466696fd,43,44,1,3.18
Human,Human,JiaoZiVideoPlayer,0f4c22d1a0be0ccec8a33dd86c8e50dbc5b77e06,78,78,0,4.37
Human,Human,JiaoZiVideoPlayer,7b7e8bebbd8f8b9eecebf32f8afdd0b2ae2f6d8b,16,19,3,3.27
Human,Human,JiaoZiVideoPlayer,f21d97528ffda2780910ed3e8566f8604ec5da3f,33,40,7,2.98
Human,Human,JiaoZiVideoPlayer,5f8c3af1c088be19d55e953c935c032e553aa457,14,14,0,2.97
